uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
AUTHENTICATED,Authenticated,Base role. User correctly registered,default,person,,,READ|CREATE|UPDATE,,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,gis,index,,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_location,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,gis,config,,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,gis,geocode,,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,gis,geocode_r,,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,gis,hdata,,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,gis,hierarchy,,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,gis,ldata,,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,gis,location,,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_config,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_bing,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_coordinate,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_empty,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_feature,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_geojson,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_georss,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_google,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_gpx,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_kml,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_openstretmap,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_theme,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_tms,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_wfs,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_wms,,READ,READ,,,,
AUTHENTICATED,Authenticated,Base role. User correctly registered,,,gis_layer_xyz,,READ,READ,,,,
PA_READER,Public Authority Reader,Public Authority Role. User able to read assistance modules: shelter and evacuee,cr,,,,READ,READ,,,,
PA_READER,Public Authority Reader,Public Authority Role. User able to read assistance modules: shelter and evacuee,evr,,,,READ,READ,,,,
PA_READER,Public Authority Reader,Public Authority Role. User able to read assistance modules: shelter and evacuee,evr,,evr_medical_details,,NONE,NONE,,,,
PA_ADMIN,Public Authority Admin,Public Authority Role. User able to edit assistance modules: shelter and evacuee,cr,,,,ALL,ALL,,,,
PA_ADMIN,Public Authority Admin,Public Authority Role. User able to edit assistance modules: shelter and evacuee,evr,,,,ALL,ALL,,,,
PA_ADMIN,Public Authority Admin,Public Authority Role. User able to edit assistance modules: shelter and evacuee,evr,,evr_medical_details,,NONE,NONE,,,,
VOL_READER,Volunteer Reader,Volunteer Role. User able to read assistance and human resource modules,cr,,,,READ,READ,,,,
VOL_READER,Volunteer Reader,Volunteer Role. User able to read assistance and human resource modules,evr,,,,READ,READ,,,,
VOL_READER,Volunteer Reader,Volunteer Role. User able to read assistance and human resource modules,evr,,evr_medical_details,,NONE,NONE,,,,
VOL_READER,Volunteer Reader,Volunteer Role. User able to read assistance and human resource modules,vol,,,,READ,READ,,,,
VOL_READER,Volunteer Reader,Volunteer Role. User able to read assistance and human resource modules,hrm,,,,READ,READ,,,,
VOL_READER,Volunteer Reader,Volunteer Role. User able to read assistance and human resource modules,pr,group,,,READ,READ,,,,
VOL_ADMIN,Volunteer Admin,Volunteer Role. User able to edit assistance and human resource modules,cr,,,,READ,READ,,,,
VOL_ADMIN,Volunteer Admin,Volunteer Role. User able to edit assistance and human resource modules,evr,,,,ALL,ALL,,,,
VOL_ADMIN,Volunteer Admin,Volunteer Role. User able to edit assistance and human resource modules,evr,,evr_medical_details,,NONE,NONE,,,,
VOL_ADMIN,Volunteer Admin,Volunteer Role. User able to edit assistance and human resource modules,vol,,,,READ,READ,,,,
VOL_ADMIN,Volunteer Admin,Volunteer Role. User able to edit assistance and human resource modules,hrm,,,,READ,READ,,,,
VOL_ADMIN,Volunteer Admin,Volunteer Role. User able to edit assistance and human resource modules,pr,group,,,ALL,ALL,,,,
PU_READER,Private User Reader,Private User Role. User able to read assistance modules: evacuee and shelter modules,cr,,,,READ,READ,,,,
PU_READER,Private User Reader,Private User Role. User able to read assistance modules: evacuee and shelter modules,evr,,,,READ,READ,,,,
PU_READER,Private User Reader,Private User Role. User able to read assistance modules: evacuee and shelter modules,evr,,evr_medical_details,,NONE,NONE,,,,
PU_ADMIN,Private User Admin,Private User Role. User able to edit assistance modules: evacuee and shelter modules,cr,,,,ALL,ALL,,,,
PU_ADMIN,Private User Admin,Private User Role. User able to edit assistance modules: evacuee and shelter modules,evr,,,,ALL,ALL,,,,
PU_ADMIN,Private User Admin,Private User Role. User able to edit assistance modules: evacuee and shelter modules,evr,,evr_medical_details,,NONE,NONE,,,,
HR_READER,Staff Reader,Staff Member Role. User able to read human resource and assistance modules,hrm,,,,READ,READ,,,,
HR_READER,Staff Reader,Staff Member Role. User able to read human resource and assistance modules,vol,,,,READ,READ,,,,
HR_READER,Staff Reader,Staff Member Role. User able to read human resource and assistance modules,evr,,,,READ,READ,,,,
HR_READER,Staff Reader,Staff Member Role. User able to read human resource and assistance modules,evr,,evr_medical_details,,NONE,NONE,,,,
HR_READER,Staff Reader,Staff Member Role. User able to read human resource and assistance modules,cr,,,,READ,READ,,,,
HR_ADMIN,Staff Admin,Staff Member Role. User able to edit human resource and assistance modules,hrm,,,,ALL,ALL,,,,
HR_ADMIN,Staff Admin,Staff Member Role. User able to edit human resource and assistance modules,vol,,,,ALL,ALL,,,,
HR_ADMIN,Staff Admin,Staff Member Role. User able to edit human resource and assistance modules,evr,,,,ALL,ALL,,,,
HR_ADMIN,Staff Admin,Staff Member Role. User able to edit human resource and assistance modules,evr,,evr_medical_details,,NONE,NONE,,,,
HR_ADMIN,Staff Admin,Staff Member Role. User able to edit human resource and assistance modules,cr,,,,ALL,ALL,,,,
ORG_READER,Organisation Reader,Staff Member Role. User able to read the organization module,org,,,,READ,READ,,,,
ORG_ADMIN,Organisation Admin,Staff Member Role. User able to edit the organization module,org,,,,ALL,ALL,,,,
EVENT_READER,Event Reader,Staff Member Role. User able to read the event/incident module,event,,,,READ,READ,,,,
EVENT_ADMIN,Event Admin,Staff Member Role. User able to edit the event/incident module,event,,,,ALL,ALL,,,,
MEDIC,Medical Details Admin,Medical Staff Role. User able to read and edit evacuee medical details,evr,,evr_medical_details,,ALL,ALL,,,,
