uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
ANONYMOUS,Anonymous,,req,,,,READ,READ,,,,View Requests & Donations
ANONYMOUS,Anonymous,,gis,index,,,READ,READ,,,,
ANONYMOUS,Anonymous,,gis,proxy,,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_bing,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_coordinate,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_empty,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_feature,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_geojson,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_georss,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_google,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_gpx,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_kml,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_openstretmap,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_theme,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_tms,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_wfs,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_wms,,READ,,,,,
ANONYMOUS,Anonymous,,,,gis_layer_xyz,,READ,,,,,
ANONYMOUS,Anonymous,,org,,,,READ,,,,,
ANONYMOUS,Anonymous,,,,org_organisation,,READ,,,,,
AUTHENTICATED,Authenticated,,default,person,,,READ,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,default,person,gis_location,,READ,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,gis,location,,,READ,,,,,
AUTHENTICATED,Authenticated,,gis,geocode,,,READ,,,,,
AUTHENTICATED,Authenticated,,gis,ldata,,,READ,,,,,
AUTHENTICATED,Authenticated,,pr,person,,,READ,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,pr,contact,,,READ,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,req,commit,,,READ|CREATE,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,,,hrm_human_resource,,READ,,,,,
AUTHENTICATED,Authenticated,,,,pr_contact,,READ,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,,,pr_image,,READ,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,,,pr_person,,READ,READ|UPDATE,,,,
EDITOR,Call Center,,org,,,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,,,hrm_human_resource,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,,,org_organisation,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,,,pr_contact,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,,,pr_image,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,,,pr_person,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,pr,person,,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,pr,contact,,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,req,,,any,READ|CREATE|UPDATE,ALL,,,,
EDITOR,Call Center,,req,commit,,any,READ|CREATE|UPDATE,ALL,,,,
ORG_ADMIN,Organization Admin,,org,,,,READ,READ|CREATE|UPDATE,,,,Will require realms
ORG_ADMIN,Organization Admin,,,,org_organisation,,READ,READ|CREATE|UPDATE,,,,
ORG_ADMIN,Organization Admin,,req,,,,READ,READ|CREATE|UPDATE,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_arcrest,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_bing,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_coordinate,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_empty,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_feature,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_geojson,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_georss,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_google,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_gpx,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_kml,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_mgrs,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_openstretmap,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_theme,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_tms,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_wfs,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_wms,,ALL,,,,,
MAP_ADMIN,Map Admin,,,,gis_layer_xyz,,ALL,,,,,
