uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
ANONYMOUS,Anonymous,,org,group,,,READ,,,,,Allow display of Coalition Polygons on homepage
ANONYMOUS,Anonymous,,"cms","page",,,"READ","READ",,,,Allow display of Map Layer Metadata
ANONYMOUS,Anonymous,,,,"s3_audit",,"READ",,,,,Allow display of Site Activity on Homepage
ANONYMOUS,Anonymous,,"default","person",,,"READ|CREATE|UPDATE",,,,,
ANONYMOUS,Anonymous,,"default","person","gis_location",,"READ|CREATE|UPDATE",,,,,
ANONYMOUS,Anonymous,,"gis","config",,,"READ|CREATE","READ|CREATE|UPDATE",,,,
ANONYMOUS,Anonymous,,"gis","index",,,"READ|CREATE","READ|CREATE|UPDATE",,,,
ANONYMOUS,Anonymous,,"gis","geocode",,,"READ",,,,,
ANONYMOUS,Anonymous,,"gis","ldata",,,"READ",,,,,
ANONYMOUS,Anonymous,,"gis","location",,,"READ",,,,,
ANONYMOUS,Anonymous,,"gis","proxy",,,"READ",,,,,
ANONYMOUS,Anonymous,,"pr","person",,,,"READ|CREATE|UPDATE",,,,
ANONYMOUS,Anonymous,,"pr","contact",,,,"READ|CREATE|UPDATE",,,,
ANONYMOUS,Anonymous,,"pr","contact_emergency",,,,"READ|CREATE|UPDATE",,,,
ANONYMOUS,Anonymous,,,,"gis_config",,"READ|CREATE","READ|UPDATE",,,,
ANONYMOUS,Anonymous,,,,"gis_layer_bing",,"READ",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_coordinate",,"READ",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_empty",,"READ",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_feature",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_geojson",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_georss",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_google",,"READ",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_gpx",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_kml",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_openstretmap",,"READ",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_theme",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_tms",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_wfs",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_wms",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"gis_layer_xyz",,"READ|CREATE",,,,,
ANONYMOUS,Anonymous,,,,"hrm_human_resource",,,"READ",,,,
ANONYMOUS,Anonymous,,,,"hrm_training",,,"READ",,,,
ANONYMOUS,Anonymous,,,,"pr_address",,,"READ|CREATE|UPDATE",,,,
ANONYMOUS,Anonymous,,,,"pr_contact",,,"READ|CREATE|UPDATE",,,,
