Template,Template Description,Complete Question,Date Question,Time Question,Location Detail,Priority Question,Section,Section Position,Question,Question Type,Question Notes,Question Position,Question Code,Meta Data
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Background Information,1,Type of disaster,String,Specify,1,DANAT5-1
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,HUMAN PROTECTION,Grid,,2,DANAT5-6-,"{'QuestionNo': 1, 'col-cnt': '3', 'row-cnt': '9', 'rows': ['Search /rescue assistance', 'Life vests', 'Life bouys', 'Ropes', 'Boats', 'Hoes', 'Shovels', 'Bulldozers', 'Cranes'], 'data': [['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String']], 'columns': ['Total', 'Covered needs', 'Comments/outstanding needs/description']}"
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,Other,String,,29,DANAT5-7
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,SHELTER,Grid,,30,DANAT5-8-,"{'QuestionNo': 29, 'col-cnt': '3', 'row-cnt': '13', 'rows': ['Blankets', 'Plastic sheets', 'Sleeping mats', 'Tents', 'Curtains', 'Rain coats', 'Clothes: male', 'Clothes: female', 'Clothes: children (under age of 16)', 'Cooking utensils', 'Mosquito nets', 'Fuel', 'Roofing sheets'], 'data': [['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String']], 'columns': ['Total', 'Covered needs', 'Comments/outstanding needs/description']}"
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,Other,String,,69,DANAT5-9
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,"WATER, SANITATION and HYGIENE",Grid,,70,DANAT5-10-,"{'QuestionNo': 69, 'col-cnt': '3', 'row-cnt': '12', 'rows': ['Water purifier', 'Water containers', 'Water filter', 'Water buckets', 'Bottled water', 'Water tanks (specify type and capacity)', 'Sterilising soaps', 'Female hygiene materials', 'Well/boreholes to be repaired', 'Portable toilets', 'Water pipeline system', 'Waste treatment systems'], 'data': [['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String']], 'columns': ['Total', 'Covered needs', 'Comments/outstanding needs/description']}"
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,Other,String,,106,DANAT5-11
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,FOOD,Grid,,107,DANAT5-12-,"{'QuestionNo': 106, 'col-cnt': '3', 'row-cnt': '4', 'rows': ['Rice', 'Instant noodles', 'Bread', 'Dry food'], 'data': [['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String']], 'columns': ['Total', 'Covered needs', 'Comments/outstanding needs/description']}"
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,Other,String,,119,DANAT5-13
Viet Nam DANA-5,Template 5  RELIEF AND EARLY RECOVERY NEEDS,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",DANAT5-1,Part-1,2,HEALTH,Grid,,120,DANAT5-14-,"{'QuestionNo': 119, 'col-cnt': '3', 'row-cnt': '6', 'rows': ['First aid kits', 'Medicine: WHO kits', 'Vaccines (please specify)', 'Oral rehydration salt (ORS)', 'Health centres needing rebuilding', 'Health centres needing repair'], 'data': [['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String'], ['Numeric', 'Numeric', 'String']], 'columns': ['Total', 'Covered needs', 'Comments/outstanding needs/description']}"
