uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
ANONYMOUS,Anonymous,,org,organisation,,,READ|CREATE|UPDATE,,,,,Allow new users to create orgs during registration 
ANONYMOUS,Anonymous,,,,org_organisation,,READ|CREATE,,,,,Allow new users to create orgs during registration 
ANONYMOUS,Anonymous,,,,org_group,,READ,,,,,Allow selection of Coalition during Registration
ANONYMOUS,Anonymous,,cms,page,,,READ,READ,,,,Allow display of Map Layer Metadata
AUTHENTICATED,Authenticated,,default,person,,,READ|CREATE|UPDATE,,,,,
AUTHENTICATED,Authenticated,,default,person,gis_location,,READ|CREATE|UPDATE,,,,,
AUTHENTICATED,Authenticated,,cms,post,,,READ|CREATE,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,gis,config,,,READ|CREATE,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,gis,index,,,READ|CREATE,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,gis,geocode,,,READ,,,,,
AUTHENTICATED,Authenticated,,gis,ldata,,,READ,,,,,
AUTHENTICATED,Authenticated,,gis,location,,,READ,,,,,
AUTHENTICATED,Authenticated,,gis,poi,,,READ|CREATE|UPDATE,ALL,,,,
AUTHENTICATED,Authenticated,,gis,proxy,,,READ,,,,,
AUTHENTICATED,Authenticated,,gis,screenshot,,,READ,,,,,
AUTHENTICATED,Authenticated,,pr,person,,,READ|CREATE,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,pr,contact,,,,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,,,gis_config,,READ|CREATE,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_bing,,READ,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_coordinate,,READ,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_empty,,READ,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_feature,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_geojson,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_georss,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_google,,READ,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_gpx,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_kml,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_openstretmap,,READ,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_theme,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_tms,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_wfs,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_wms,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_layer_xyz,,READ|CREATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_poi,,READ|CREATE|UPDATE,ALL,,,,
AUTHENTICATED,Authenticated,,,,gis_poi_type,,READ|CREATE|UPDATE,ALL,,,,
AUTHENTICATED,Authenticated,,,,hrm_human_resource,,,READ|CREATE|UPDATE,ALL,,,
AUTHENTICATED,Authenticated,,,,hrm_training,,,READ,,,,
AUTHENTICATED,Authenticated,,,,pr_contact,,,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,,,pr_filter,,READ,READ|CREATE|UPDATE,,,,
AUTHENTICATED,Authenticated,,,,pr_group_membership,,,READ,,,,
AUTHENTICATED,Authenticated,,,,pr_image,,READ|CREATE,READ|CREATE|UPDATE,,,,
