Template,Template Description,Complete Question,Date Question,Time Question,Location Detail,Priority Question,Section,Section Position,Question,Question Type,Question Notes,Question Position,Question Code,Meta Data
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Background Information,1,Type of disaster,String,,1,EDN-2
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Background Information,1,Assessment team members,Text,,2,EDN-7
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Part1 Observations,2,a) Security situation:,String,,3,EDN-8
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Part1 Observations,2,b) Total population of Upazila by affected Union:,String,,4,EDN-9
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Part1 Observations,2,c) Number of families affected:,Numeric,,5,EDN-10-
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Part1 Observations,2,d) Number of houses damaged:,Grid,,6,EDN-11,"{'QuestionNo': 4, 'col-cnt': '1', 'row-cnt': '3', 'rows': ['Totally', 'Heavily', 'Partially'], 'data': [['Numeric'], ['Numeric'], ['Numeric']], 'columns': ['Total']}"
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Part1 Observations,2,e) Number of deaths:,Numeric,,9,EDN-12
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Part1 Observations,2,f) Number of people missing:,Numeric,,10,EDN-13
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Part1 Observations,2,g) Number of people injured:,Numeric,,11,EDN-14
Bangladesh EDN,Emergency Damage and Needs,Name of team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",EDN-28,Part1 Observations,2,h) Number of people in shelters (specify place):,String,,12,EDN-15
