uid,role,description,controller,function,table,uacl,oacl,entity,Notes
ANONYMOUS,Anonymous,,cms,newsfeed,,READ,,,
ANONYMOUS,Anonymous,,cms,page,,READ,,,
ANONYMOUS,Anonymous,,,,cms_post,READ,,,
ANONYMOUS,Anonymous,,,,doc_document,READ,,,
ANONYMOUS,Anonymous,,gis,,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_arcrest,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_bing,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_coordinate,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_empty,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_feature,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_geojson,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_georss,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_google,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_gpx,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_kml,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_openstretmap,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_theme,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_tms,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_wfs,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_wms,,READ,,,
ANONYMOUS,Anonymous,,gis,layer_xyz,,READ,,,
ANONYMOUS,Anonymous,,org,organisation,,READ,,,
ANONYMOUS,Anonymous,,,,org_facility,READ,,,
ANONYMOUS,Anonymous,,,,org_organisation,READ,,,
ANONYMOUS,Anonymous,,,,org_organisation_organisation_type,READ,,,
ANONYMOUS,Anonymous,,,,org_site,READ,,,
ANONYMOUS,Anonymous,,,,org_site_facility_type,READ,,,
ANONYMOUS,Anonymous,,,,pr_contact,,READ,,
ANONYMOUS,Anonymous,,req,site_needs,,READ,,,
ANONYMOUS,Anonymous,,,,req_site_needs,READ,,,
ANONYMOUS,Anonymous,,req,organisation_needs,,READ,,,
ANONYMOUS,Anonymous,,,,req_organisation_needs,READ,,,
AUTHENTICATED,Authenticated,,cms,newsfeed,,READ,,,
AUTHENTICATED,Authenticated,,cms,page,,READ,,,
AUTHENTICATED,Authenticated,,cms,post,,READ|DELETE,,,
AUTHENTICATED,Authenticated,,,,cms_post,READ,,,
AUTHENTICATED,Authenticated,,,,cms_post_bookmark,READ|DELETE,,,
AUTHENTICATED,Authenticated,,,,doc_document,READ,,,
AUTHENTICATED,Authenticated,,gis,,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_arcrest,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_bing,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_coordinate,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_empty,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_feature,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_geojson,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_georss,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_google,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_gpx,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_kml,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_openstretmap,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_theme,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_tms,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_wfs,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_wms,,READ,,,
AUTHENTICATED,Authenticated,,gis,layer_xyz,,READ,,,
AUTHENTICATED,Authenticated,,org,organisation,,READ,,,
AUTHENTICATED,Authenticated,,,,org_facility,READ,,,
AUTHENTICATED,Authenticated,,,,org_organisation,READ,,,
AUTHENTICATED,Authenticated,,,,org_organisation_organisation_type,READ,,,
AUTHENTICATED,Authenticated,,,,org_site,READ,,,
AUTHENTICATED,Authenticated,,,,org_site_facility_type,READ,,,
AUTHENTICATED,Authenticated,,,,pr_contact,,READ,,
AUTHENTICATED,Authenticated,,req,site_needs,,READ,,,
AUTHENTICATED,Authenticated,,,,req_site_needs,READ,,,
AUTHENTICATED,Authenticated,,req,organisation_needs,,READ,,,
AUTHENTICATED,Authenticated,,,,req_organisation_needs,READ,,,
AUTHENTICATED,Authenticated,,pr,person,,,READ,,
AUTHENTICATED,Authenticated,,pr,contact,,,CREATE|READ|UPDATE|DELETE,,
AUTHENTICATED,Authenticated,,,,pr_address,,CREATE|READ|UPDATE|DELETE,,
AUTHENTICATED,Authenticated,,,,pr_contact,,CREATE|READ|UPDATE|DELETE,,
AUTHENTICATED,Authenticated,,,,pr_contact_emergency,,CREATE|READ|UPDATE|DELETE,,
AUTHENTICATED,Authenticated,,,,pr_group,READ,,,
AUTHENTICATED,Authenticated,,,,pr_group_membership,READ,,,
AUTHENTICATED,Authenticated,,,,pr_person,READ,READ|UPDATE,,
ORG_EDITOR,Organisation Editor,,cms,newsfeed,,READ,,,
ORG_EDITOR,Organisation Editor,,cms,page,,READ,,,
ORG_EDITOR,Organisation Editor,,cms,post,,READ|DELETE,,,
ORG_EDITOR,Organisation Editor,,,,cms_post,READ,,,
ORG_EDITOR,Organisation Editor,,,,cms_post_bookmark,READ|DELETE,,,
ORG_EDITOR,Organisation Editor,,,,doc_document,READ,,,
ORG_EDITOR,Organisation Editor,,gis,,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_arcrest,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_bing,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_coordinate,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_empty,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_feature,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_geojson,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_georss,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_google,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_gpx,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_kml,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_openstretmap,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_theme,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_tms,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_wfs,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_wms,,READ,,,
ORG_EDITOR,Organisation Editor,,gis,layer_xyz,,READ,,,
ORG_EDITOR,Organisation Editor,,org,facility,,CREATE|READ|UPDATE|DELETE,,,
ORG_EDITOR,Organisation Editor,,org,organisation,,CREATE|READ|UPDATE|DELETE,,,
ORG_EDITOR,Organisation Editor,,,,org_facility,READ|UPDATE,,,
ORG_EDITOR,Organisation Editor,,,,org_organisation,READ|UPDATE,,,
ORG_EDITOR,Organisation Editor,,,,org_organisation_location,READ|UPDATE,,,
ORG_EDITOR,Organisation Editor,,,,org_organisation_organisation_type,CREATE|READ|UPDATE|DELETE,,,
ORG_EDITOR,Organisation Editor,,,,org_site,READ,,,
ORG_EDITOR,Organisation Editor,,,,org_site_facility_type,CREATE|READ|UPDATE|DELETE,,,
ORG_EDITOR,Organisation Editor,,,,pr_contact,,READ,,
ORG_EDITOR,Organisation Editor,,pr,person,,,READ,,
ORG_EDITOR,Organisation Editor,,pr,contact,,,CREATE|READ|UPDATE|DELETE,,
ORG_EDITOR,Organisation Editor,,,,pr_address,,CREATE|READ|UPDATE|DELETE,,
ORG_EDITOR,Organisation Editor,,,,pr_contact,,CREATE|READ|UPDATE|DELETE,,
ORG_EDITOR,Organisation Editor,,,,pr_contact_emergency,,CREATE|READ|UPDATE|DELETE,,
ORG_EDITOR,Organisation Editor,,,,pr_group,READ,,,
ORG_EDITOR,Organisation Editor,,,,pr_group_membership,READ,,,
ORG_EDITOR,Organisation Editor,,,,pr_person,READ,READ|UPDATE,,
ORG_EDITOR,Organisation Editor,,,,doc_document,CREATE|READ|UPDATE|DELETE,,,
ORG_EDITOR,Organisation Editor,,hrm,group,,READ,,,
ORG_EDITOR,Organisation Editor,,hrm,person,,CREATE|READ|UPDATE|DELETE,,,
ORG_EDITOR,Organisation Editor,,hrm,staff,,CREATE|READ|UPDATE|DELETE,,,
ORG_EDITOR,Organisation Editor,,,,hrm_competency,CREATE|READ|UPDATE|DELETE,,,
ORG_EDITOR,Organisation Editor,,,,hrm_human_resource,READ|UPDATE,,,
ORG_EDITOR,Organisation Editor,,req,site_needs,,READ|UPDATE,,,
