Template,Template Description,Complete Question,Date Question,Time Question,Location Detail,Priority Question,Section,Section Position,Question,Question Type,Question Notes,Question Position,Question Code,Meta Data
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Assessment Data,1,Type of assessment,Option,Select just one option,1,PMI-1,"{'1': 'Early', 'Length': '2', '2': 'Continue'}"
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Assessment Data,1,Location,Option,Select just one option,2,PMI-2,"{'Length': '5', '1': 'Where the disaster happened', '3': 'Relocation camp', '2': 'IDPs camp', '5': 'Local community-in situ', '4': 'Return to origin place'}"
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Background Information,2,Type of disaster event,Option,Select just one option,3,PMI-3,"{'1': 'Natural Disaster', '3': 'Accident', '2': 'Conflict', 'Length': '3'}"
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Background Information,2,Other,String,,4,PMI-4
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Background Information,2,Cause of the catastrophic event,String,,5,PMI-5
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Demographic data,3,No of Households,Numeric,,6,PMI-8
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Demographic data,3,Population,Grid,,7,PMI-9-,"{'rows': ['No of Individuals', 'No of Babies 0-5 years old', 'No of Children 6-12 years old', 'No of Age  13-20 years old', 'No of Age 21-60 years old', 'No of Elderly >60 years old', 'No of Disabled people'], 'Subtitle': 'Population', 'col-cnt': '2', 'row-cnt': '7', 'QuestionNo': 2, 'data': [['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric'], ['Numeric', 'Numeric']], 'columns': ['Male', 'Female']}"
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Demographic data,3,No of Pregnant Women,Numeric,,21,PMI-10
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Demographic data,3,No of Lactating Mothers,Numeric,,22,PMI-11
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Demographic data,3,No of Women as head of household,Numeric,,23,PMI-12
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Demographic data,3,Name,String,,24,PMI-13
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Demographic data,3,Organisation,String,,25,PMI-14
PMI,Emergency assessment form PMI,Name of assessment team leader,Date of Assessment,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",PMI-8,Demographic data,3,Contact Details,String,,26,PMI-15
