uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
AUTHENTICATED,Authenticated,,default,person,,,READ|CREATE|UPDATE,,,,,
AUTHENTICATED,Authenticated,,,,gis_location,,READ|CREATE|UPDATE,,,,,
AUTHENTICATED,Authenticated,,gis,index,,,READ,,,,,
AUTHENTICATED,Authenticated,,gis,location,,,READ,,,,,
CR_EVR_READER_PA,Public Authority Reader,"Public Authority User, User able to access to Evacuee and Shelter Modules",cr,,,,READ,READ,,,,
CR_EVR_READER_PA,Public Authority Reader,"Public Authority User, User able to access to Evacuee and Shelter Modules",evr,,,,READ,READ,,,,
CR_EVR_READER_PA,Public Authority Reader,"Public Authority User, User able to access to Evacuee and Shelter Modules",evr,,evr_medical_details,,NONE,NONE,,,,
CR_EVR_READER_PA,Public Authority Reader,"Public Authority User, User able to access to Evacuee and Shelter Modules",gis,poi,,,READ,READ,,,,
CR_EVR_READER_PA,Public Authority Reader,"Public Authority User, User able to access to Evacuee and Shelter Modules",gis,poi_type,,,READ,READ,,,,
CR_EVR_EDITOR_PA,Public Authority Admin,"Public Authority User, User able to edit Evacuee and Shelter Modules",cr,,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_EDITOR_PA,Public Authority Admin,"Public Authority User, User able to edit Evacuee and Shelter Modules",evr,,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_EDITOR_PA,Public Authority Admin,"Public Authority User, User able to edit Evacuee and Shelter Modules",evr,,evr_medical_details,,NONE,NONE,,,,
CR_EVR_EDITOR_PA,Public Authority Admin,"Public Authority User, User able to edit Evacuee and Shelter Modules",gis,poi,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_EDITOR_PA,Public Authority Admin,"Public Authority User, User able to edit Evacuee and Shelter Modules",gis,poi_type,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_READER_V,Volunteer Reader,"Volunteer User, User able to access to Evacuee and Shelter Modules",cr,,,,READ,READ,,,,
CR_EVR_READER_V,Volunteer Reader,"Volunteer User, User able to access to Evacuee and Shelter Modules",evr,,,,READ,READ,,,,
CR_EVR_READER_V,Volunteer Reader,"Volunteer User, User able to access to Evacuee and Shelter Modules",evr,,evr_medical_details,,NONE,NONE,,,,
CR_EVR_READER_V,Volunteer Reader,"Volunteer User, User able to access to Evacuee and Shelter Modules",gis,poi,,,READ,READ,,,,
CR_EVR_READER_V,Volunteer Reader,"Volunteer User, User able to access to Evacuee and Shelter Modules",gis,poi_type,,,READ,READ,,,,
CR_EVR_EDITOR_V,Volunteer Admin,"Volunteer User, User able to edit Evacuee and Shelter Modules",cr,,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_EDITOR_V,Volunteer Admin,"Volunteer User, User able to edit Evacuee and Shelter Modules",evr,,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_EDITOR_V,Volunteer Admin,"Volunteer User, User able to edit Evacuee and Shelter Modules",evr,,evr_medical_details,,NONE,NONE,,,,
CR_EVR_EDITOR_V,Volunteer Admin,"Volunteer User, User able to edit Evacuee and Shelter Modules",gis,poi,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_EDITOR_V,Volunteer Admin,"Volunteer User, User able to edit Evacuee and Shelter Modules",gis,poi_type,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_READER_PU,Private User Reader,"Private User, User able to access to Evacuee and Shelter Modules",cr,,,,READ,READ,,,,
CR_EVR_READER_PU,Private User Reader,"Private User, User able to access to Evacuee and Shelter Modules",evr,,,,READ,READ,,,,
CR_EVR_READER_PU,Private User Reader,"Private User, User able to access to Evacuee and Shelter Modules",evr,,evr_medical_details,,NONE,NONE,,,,
CR_EVR_READER_PU,Private User Reader,"Private User, User able to access to Evacuee and Shelter Modules",gis,poi,,,READ,READ,,,,
CR_EVR_READER_PU,Private User Reader,"Private User, User able to access to Evacuee and Shelter Modules",gis,poi_type,,,READ,READ,,,,
CR_EVR_EDITOR_PU,Private User Admin,"Private User, User able to edit Evacuee and Shelter Modules",cr,,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_EDITOR_PU,Private User Admin,"Private User, User able to edit Evacuee and Shelter Modules",evr,,,,READ|CREATE|UPDATE|DELETE,READ|CREATE|UPDATE|DELETE,,,,
CR_EVR_EDITOR_PU,Private User Admin,"Private User, User able to edit Evacuee and Shelter Modules",evr,,evr_medical_details,,NONE,NONE,,,,
CR_EVR_EDITOR_PU,Private User Admin,"Private User, User able to edit Evacuee and Shelter Modules",gis,poi,,,READ,READ,,,,
CR_EVR_EDITOR_PU,Private User Admin,"Private User, User able to edit Evacuee and Shelter Modules",gis,poi_type,,,READ,READ,,,,
HR_READER,Staff Reader,"User able to access to all human resource modules (Staff, Volunteers and Evacuees)",hrm,,,,READ,READ,,,,
HR_READER,Staff Reader,"User able to access to all human resource modules (Staff, Volunteers and Evacuees)",vol,,,,READ,READ,,,,
HR_READER,Staff Reader,"User able to access to all human resource modules (Staff, Volunteers and Evacuees)",pr,,,,READ,READ,,,,
HR_READER,Staff Reader,"User able to access to all human resource modules (Staff, Volunteers and Evacuees)",evr,,,,READ,READ,,,,
HR_READER,Staff Reader,"User able to access to all human resource modules (Staff, Volunteers and Evacuees)",evr,,evr_medical_details,,NONE,NONE,,,,
HR_READER,Staff Reader,"User able to access to all human resource modules (Staff, Volunteers and Evacuees)",cr,,,,READ,READ,,,,
HR_READER,Staff Reader,"User able to access to all human resource modules (Staff, Volunteers and Evacuees)",gis,poi,,,READ,READ,,,,
HR_READER,Staff Reader,"User able to access to all human resource modules (Staff, Volunteers and Evacuees)",gis,poi_type,,,READ,READ,,,,
HR_EDITOR,Staff Admin,"User able to edit all human resource modules (Staff, Volunteers and Evacuees)",hrm,,,,ALL,ALL,,,,
