uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
AUTHENTICATED,Authenticated,,dc,respnse,,,READ,READ|UPDATE,,,,
AUTHENTICATED,Authenticated,,,,dc_response,,READ,READ|UPDATE,,,,
AUTHENTICATED,Authenticated,,doc,,,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,gis,location,,,READ|CREATE,,,,,Location Selector
AUTHENTICATED,Authenticated,,,,gis_location,,READ|CREATE|UPDATE,,,,,Location Selector
AUTHENTICATED,Authenticated,,hrm,department,,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,hrm,job_title,,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,hrm,person,,,READ|CREATE,READ|CREATE|UPDATE,,,,"search_ac, Add Contacts"
AUTHENTICATED,Authenticated,,,,hrm_department,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,,,hrm_job_title,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,,,hrm_human_resource,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,org,,,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,org,organisation,,,READ|CREATE,READ|CREATE|UPDATE|DELETE|APPROVE,,,,
AUTHENTICATED,Authenticated,,,,org_organisation,,READ|CREATE,READ|CREATE|UPDATE|DELETE|APPROVE,,,,
AUTHENTICATED,Authenticated,,,,org_organisation_organisation_type,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,pr,contact,,,CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,,,pr_person,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,,,pr_address,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,,,pr_contact,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
AUTHENTICATED,Authenticated,,project,,,,READ,,,,,
AUTHENTICATED,Authenticated,,project,project,,,READ,,,,,
AUTHENTICATED,Authenticated,,,,project_project,,READ,,,,,
ERT_LEADER,ERT Team Leader,"Manage Activities, Forward Distributions to Logistics",,,supply_distribution,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
ERT_LEADER,ERT Team Leader,,dc,,,,ALL,,,,,
ERT_LEADER,ERT Team Leader,,,,dc_response,,ALL,,,,,
ERT_LEADER,ERT Team Leader,,,,dc_target,,ALL,,,,,
ERT_LEADER,ERT Team Leader,event,sitrep,,,ALL,,,,,
ERT_LEADER,ERT Team Leader,,project,project,,,READ|CREATE|UPDATE|DELETE,,,,,
ERT_LEADER,ERT Team Leader,,,,project_activity,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
HUM_MANAGER,Humanitarian Manager,"Manage Programmes & Projects, Sign-off on Stock Release/Procurement Requests",hrm,,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,dc,,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,dc_response,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,dc_target,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,event,,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,event,event,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,event,sitrep,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,event_event,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,event_location,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,org,,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,hrm,department,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,hrm,job_title,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,hrm,person,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,hrm_department,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
HUM_MANAGER,Humanitarian Manager,,,,hrm_job_title,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
HUM_MANAGER,Humanitarian Manager,,,,hrm_human_resource,,READ|CREATE,READ|CREATE|UPDATE|DELETE,,,,
HUM_MANAGER,Humanitarian Manager,,,,pr_person,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,pr_address,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,pr_contact,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,project,,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,project,project,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,project,activity,,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,project_activity,,ALL,,,,,
HUM_MANAGER,Humanitarian Manager,,,,project_project,,ALL,,,,,
LOGISTICS,Logistics,Manage Beneficiary Registration & Distributions,dvr,,,,ALL,,,,,
LOGISTICS,Logistics,,,,dvr_case,,ALL,,,,,
LOGISTICS,Logistics,,,,pr_person,,ALL,,,,,
LOGISTICS,Logistics,,,,pr_address,,ALL,,,,,
LOGISTICS,Logistics,,,,pr_contact,,ALL,,,,,
LOGISTICS,Logistics,,project,activity,,,CREATE|READ|UPDATE,,,,,
LOGISTICS,Logistics,,project,distribution,,,CREATE|READ|UPDATE,,,,,
LOGISTICS,Logistics,,,,project_activity,,READ|UPDATE,,,,,
LOGISTICS,Logistics,,,,project_activity_person,,ALL,,,,,
LOGISTICS,Logistics,,,,supply_distribution,,ALL,,,,,
