Name,Height,Width,Image
Activity_Advocacy_Red,40,40,SCI/Activity_Advocacy_Red.png
Activity_Analysis_Red,40,40,SCI/Activity_Analysis_Red.png
Activity_Assessment_Red,40,40,SCI/Activity_Assessment_Red.png
Activity_Civil_Military_Coordination_Red,40,40,SCI/Activity_Civil_Military_Coordination_Red.png
Activity_Coordinated_Assessment_Red,40,40,SCI/Activity_Coordinated_Assessment_Red.png
Activity_Debris_Management_Red,40,40,SCI/Activity_Debris_Management.png
Activity_Deployment_Red,40,40,SCI/Activity_Deployment_Red.png
Activity_Financing_Red,40,40,SCI/Activity_Financing_Red.png
Activity_Fund_Red,40,40,SCI/Activity_Fund_Red.png
Activity_Gap_Analysis_Red,40,40,SCI/Activity_Gap_Analysis_Red.png
Activity_Humanitarian_Programme_Cycle_Red,40,40,SCI/Activity_Humanitarian_Programme_Cycle_Red.png
Activity_Humanitarian_Red,40,40,SCI/Activity_Humanitarian_Red.png
Activity_Information_Management_Red,40,40,SCI/Activity_Information_Management_Red.png
Activity_Information_Technology_Red,40,40,SCI/Activity_Information_Technology_Red.png
Activity_Innovation_Red,40,40,SCI/Activity_Innovation_Red.png
Activity_Leadership_Red,40,40,SCI/Activity_Leadership_Red.png
Activity_Learning_Red,40,40,SCI/Activity_Learning_REd.png
Activity_Meeting_Red,40,40,SCI/Activity_Meeting_Red.png
Activity_Needs_Assessment_Red,40,40,SCI/Activity_Needs_Assessment_Red.png
Activity_Partnership_Red,40,40,SCI/Activity_Partnership_Red.png
Activity_Policy_Red,40,40,SCI/Activity_Policy_Red.png
Activity_Preparedness_Red,40,40,SCI/Activity_Preparedness_Red.png
Activity_Public_Information_Red,40,40,SCI/Activity_Public_Information_Red.png
Activity_Reporting_Red,40,40,SCI/Activity_Reporting_Red.png
Activity_Response_Red,40,40,SCI/Activity_Response_Red.png
Activity_Scale_Red,40,40,SCI/Activity_Scale_Red.png
Activity_Services_Tools_Red,40,40,SCI/Activity_Services_Tools_Red.png
Activity_Staff_Management_Red,40,40,SCI/Activity_Staff_Management_Red.png
Activity_Training_Red,40,40,SCI/Activity_Training_Red.png
Agriculture_Red,40,40,SCI/Agriculture.png
Assembly_Point_Red,40,40,SCI/Assembly_Point.png
Back_to_School_Kit_Red,40,40,SCI/Back_to_School_Kit.png
Border_Crossing_Red,40,40,SCI/Border_Crossing.png
Calendar_Red,40,40,SCI/Calendar.png
Camp_IDP_Registration_Red,40,40,SCI/Camp_IDP_Registration.png
Camp_Permanent_Camp_Red,40,40,SCI/Camp_Permanent_Camp.png
Camp_Spontaneous_Camp_Red,40,40,SCI/Camp_Spontaneous_Camp.png
Camp_Temporary_Camp_Red,40,40,SCI/Camp_Temporary_Camp.png
Camp_Transition_Site_Red,40,40,SCI/Camp_Transition_Site.png
Camp_Red,40,40,SCI/Camp.png
CFS_Kit_Red,40,40,SCI/CFS_Kit.png
Chart_Red,40,40,SCI/Chart.png
Child_Combatant_Red,40,40,SCI/Child_Combatant.png
Children_Hygiene_Kit_Red,40,40,SCI/Children_Hygiene_Kit.png
Cluster_CCCM_Red,40,40,SCI/Cluster_CCCM.png
Cluster_Early_Recovery_Red,40,40,SCI/Cluster_Early_Recovery.png
Cluster_Education_Red,40,40,SCI/Cluster_Education.png
Cluster_Emergency_Telecommunications_Red,40,40,SCI/Cluster_Emergency_Telecommunications.png
Cluster_Food_Security_Red,40,40,SCI/Cluster_Food_Security.png
Cluster_Health_Red,40,40,SCI/Cluster_Health.png
Cluster_Livelihood_Red,40,40,SCI/Cluster_Livelihood.png
Cluster_Logistics_Red,40,40,SCI/Cluster_Logistics.png
Cluster_Nutrition_Red,40,40,SCI/Cluster_Nutrition.png
Cluster_Protection_Red,40,40,SCI/Cluster_Protection.png
Cluster_Shelter_Red,40,40,SCI/Cluster_Shelter.png
Cluster_WASH_Red,40,40,SCI/Cluster_WASH.png
Computer_Red,40,40,SCI/Computer.png
Coordination_Red,40,40,SCI/Coordination.png
Data_Red,40,40,SCI/Data.png
Dead_Red,40,40,SCI/Dead.png
Disaster_Conflict_Red,40,40,SCI/Disaster_Conflict.png
Disaster_Cyclone_Red,40,40,SCI/Disaster_Cyclone.png
Disaster_Drought_Red,40,40,SCI/Disaster_Drought.png
Disaster_Earthquake_Red,40,40,SCI/Disaster_Earthquake.png
Disaster_Epidemic_Red,40,40,SCI/Disaster_Epidemic.png
Disaster_Fire_Red,40,40,SCI/Disaster_Fire.png
Disaster_Flash_Flood_Red,40,40,SCI/Disaster_Flash_Flood.png
Disaster_Flood_Red,40,40,SCI/Disaster_Flood.png
Disaster_Heavy_Rain_Red,40,40,SCI/Disaster_Heavy_Rain.png
Disaster_Insect_Infestation_Red,40,40,SCI/Disaster_Insect_Infestation.png
Disaster_Landslide_Red,40,40,SCI/Disaster_Landslide.png
Disaster_Locust_Infestation_Red,40,40,SCI/Disaster_Locust_Infestation.png
Disaster_Snow_Avalanche_Red,40,40,SCI/Disaster_Snow_Avalanche.png
Disaster_Storm_Surge_Red,40,40,SCI/Disaster_Storm_Surge.png
Disaster_Storm_Red,40,40,SCI/Disaster_Storm.png
Disaster_Technological_Red,40,40,SCI/Disaster_Technological.png
Disaster_Tornado_Red,40,40,SCI/Disaster_Tornado.png
Disaster_Tsunami_Red,40,40,SCI/Disaster_Tsunami.png
Disaster_Violent_Wind_Red,40,40,SCI/Disaster_Violent_Wind.png
Disaster_Volcano_Red,40,40,SCI/Disaster_Volcano.png
Distribution_Site_Red,40,40,SCI/Distribution_Site.png
Document_Red,40,40,SCI/Document.png
Drowned_Red,40,40,SCI/Drowned.png
Earthmound_Red,40,40,SCI/Earthmound.png
ECCD_Kit_Red,40,40,SCI/ECCD_Kit.png
Elderly_Red,40,40,SCI/Elderly.png
Email_Red,40,40,SCI/Email.png
Environment_Red,40,40,SCI/Environment.png
Fax_Red,40,40,SCI/Fax.png
FI_Bottled_Water_Box_Red,40,40,SCI/FI_Bottled_Water_Red_Box.png
FI_Food_Red,40,40,SCI/FI_Food_Red.png
FI_Infant_Formula_Red,40,40,SCI/FI_Infant_Formula_Red.png
FI_Oil_Red,40,40,SCI/FI_Oil_Red.png
FI_Rice_Red,40,40,SCI/FI_Rice_Red.png
FI_Salt_Red,40,40,SCI/FI_Salt_Red.png
FI_Sugar_Red,40,40,SCI/FI_Sugar_Red.png
Fishery_Red,40,40,SCI/Fishery.png
Food_Warehouse_Red,40,40,SCI/Food_Warehouse.png
Forced_Entry_Red,40,40,SCI/Forced_Entry.png
Forced_Recruitment_Red,40,40,SCI/Forced_Recruitment.png
Harassment_Red,40,40,SCI/Harassment.png
Hospital_Red,40,40,SCI/Hospital.png
House_Burned_Red,40,40,SCI/House_Burned.png
House_Red,40,40,SCI/House.png
Impact_Affected_Population_Red,40,40,SCI/Impact_Affected_Population.png
Impact_Injured_Red,40,40,SCI/Impact_Injured.png
Impact_Missing_Red,40,40,SCI/Impact_Missing.png
Impact_Physical_Impairment_Red,40,40,SCI/Impact_Physical_Impairment.png
Infrasructure_University_Red,40,40,SCI/Infrasructure_University.png
Infrastructure_Building_Red,40,40,SCI/Infrastructure_Building.png
Infrastructure_Community_Building_Red,40,40,SCI/Infrastructure_Community_Building.png
Infrastructure_Hospital_Red,40,40,SCI/Infrastructure_Hospital.png
Infrastructure_Police_Station_Red,40,40,SCI/Infrastructure_Police_Station.png
Infrastructure_School_Red,40,40,SCI/Infrastructure_School.png
IT_Internet_Red,40,40,SCI/IT_Internet.png
Law_Red,40,40,SCI/Law.png
Livestock_Red,40,40,SCI/Livestock.png
Logistics_Airport_Military_Red,40,40,SCI/Logistics_Airport_Military.png
Logistics_Airport_Red,40,40,SCI/Logistics_Airport.png
Logistics_Boat_Red,40,40,SCI/Logistics_Boat.png
Logistics_Bridge_Red,40,40,SCI/Logistics_Bridge.png
Logistics_Bus_Red,40,40,SCI/Logistics_Bus.png
Logistics_Car_Red,40,40,SCI/Logistics_Car.png
Logistics_Ferry_Red,40,40,SCI/Logistics_Ferry.png
Logistics_Gas_Station_Red,40,40,SCI/Logistics_Gas_Station.png
Logistics_helicopter_Red,40,40,SCI/Logistics_helicopter.png
Logistics_Helipad_Red,40,40,SCI/Logistics_Helipad.png
Logistics_Port_Red,40,40,SCI/Logistics_Port.png
Logistics_Road_Red,40,40,SCI/Logistics_Road.png
Logistics_Ship_Red,40,40,SCI/Logistics_Ship.png
Logistics_Train_Red,40,40,SCI/Logistics_Train.png
Logistics_Truck_Red,40,40,SCI/Logistics_Truck.png
Logistics_Tunnel_Red,40,40,SCI/Logistics_Tunnel.png
Map_Red,40,40,SCI/Map.png
MED_Medical_Supply_Red,40,40,SCI/MED_Medical_Supply_Red.png
MED_Medicine_Red,40,40,SCI/MED_Medicine_Red.png
MED_Vaccine_Red,40,40,SCI/MED_Vaccine_Red.png
Multicluster_Red,40,40,SCI/Multicluster.png
NFI_Blanket_Red,40,40,SCI/NFI_Blanket.png
NFI_Bucket_Red,40,40,SCI/NFI_Bucket_Red.png
NFI_Clothing_Red,40,40,SCI/NFI_Clothing_Red.png
NFI_Detergent_Red,40,40,SCI/NFI_Detergent_Red.png
NFI_Kitchen_Set_Red,40,40,SCI/NFI_Kitchen_Set_Red.png
NFI_Mattress_Red,40,40,SCI/NFI_Mattress_Red.png
NFI_Mosquito_Net_Red,40,40,SCI/NFI_Mosquito_Net_Red.png
NFI_NonFood_Item_Red,40,40,SCI/NFI_NonFood_Item_Red.png
NFI_Plastic_Sheeting_Red,40,40,SCI/NFI_Plastic_Sheeting_Red.png
NFI_Soap_Red,40,40,SCI/NFI_Soap_Red.png
NFI_Stove_Red,40,40,SCI/NFI_Stove_Red.png
NFI_Tarpaulin_Red,40,40,SCI/NFI_Tarpaulin_Red.png
NFI_Tent_Red,40,40,SCI/NFI_Tent_Red.png
Office_Government_Red,40,40,SCI/Office_Government.png
Office_NGO_Red,40,40,SCI/Office_NGO.png
Office_SCI_Red,40,40,SCI/Office_SCI.png
Office_UN_Red,40,40,SCI/Office_UN.png
Photo_Red,40,40,SCI/Photo.png
Population_Children_Red,40,40,SCI/Population_Children.png
Population_Growth_Red,40,40,SCI/Population_Growth.png
Population_Infant_Red,40,40,SCI/Population_Infant.png
Population_Man_Red,40,40,SCI/Population_Man.png
Population_Pregnant_Red,40,40,SCI/Population_Pregnant.png
Population_Woman_Red,40,40,SCI/Population_Woman.png
PSS_Red,40,40,SCI/PSS.png
Radio_Red,40,40,SCI/Radio.png
Reconstruction_Red,40,40,SCI/Reconstruction.png
Relief_Goods_Red,40,40,SCI/Relief_Goods_Red.png
Report_Red,40,40,SCI/Report.png
Rural_Exodus_Red,40,40,SCI/Rural_Exodus.png
Save_Red,40,40,SCI/Save.png
